date,year,month,market,commodity,unit,currency,price
2022-12-01,2022,12,Garissa,"Wheat Flour","per 90kg bag",KES,4833.0
2023-01-01,2023,1,Nairobi,"Wheat Flour","per 90kg bag",KES,4878.0
2023-01-01,2023,1,Mombasa,"Wheat Flour","per 90kg bag",KES,5078.0
2023-01-01,2023,1,Kisumu,"Wheat Flour","per 90kg bag",KES,4945.0
2023-01-01,2023,1,Eldoret,"Wheat Flour","per 90kg bag",KES,4658.0
2023-01-01,2023,1,Nakuru,"Wheat Flour","per 90kg bag",KES,4734.0
2023-01-01,2023,1,Garissa,"Wheat Flour","per 90kg bag",KES,5553.0
2023-02-01,2023,2,Nairobi,"Wheat Flour","per 90kg bag",KES,4316.0
2023-02-01,2023,2,Mombasa,"Wheat Flour","per 90kg bag",KES,4474.0
2023-02-01,2023,2,Kisumu,"Wheat Flour","per 90kg bag",KES,4319.0
2023-02-01,2023,2,Eldoret,"Wheat Flour","per 90kg bag",KES,4221.0
2023-02-01,2023,2,Nakuru,"Wheat Flour","per 90kg bag",KES,4175.0
2023-02-01,2023,2,Garissa,"Wheat Flour","per 90kg bag",KES,4706.0
2023-03-01,2023,3,Nairobi,"Wheat Flour","per 90kg bag",KES,4440.0
2023-03-01,2023,3,Mombasa,"Wheat Flour","per 90kg bag",KES,4649.0
2023-03-01,2023,3,Kisumu,"Wheat Flour","per 90kg bag",KES,4424.0
2023-03-01,2023,3,Eldoret,"Wheat Flour","per 90kg bag",KES,4413.0
2023-03-01,2023,3,Nakuru,"Wheat Flour","per 90kg bag",KES,4460.0
2023-03-01,2023,3,Garissa,"Wheat Flour","per 90kg bag",KES,4997.0
2023-04-01,2023,4,Nairobi,"Wheat Flour","per 90kg bag",KES,4408.0
2023-04-01,2023,4,Mombasa,"Wheat Flour","per 90kg bag",KES,4674.0
2023-04-01,2023,4,Kisumu,"Wheat Flour","per 90kg bag",KES,4478.0
2023-04-01,2023,4,Eldoret,"Wheat Flour","per 90kg bag",KES,4357.0
2023-04-01,2023,4,Nakuru,"Wheat Flour","per 90kg bag",KES,4484.0
2023-04-01,2023,4,Garissa,"Wheat Flour","per 90kg bag",KES,4931.0
2023-05-01,2023,5,Nairobi,"Wheat Flour","per 90kg bag",KES,4336.0
2023-05-01,2023,5,Mombasa,"Wheat Flour","per 90kg bag",KES,4601.0
2023-05-01,2023,5,Kisumu,"Wheat Flour","per 90kg bag",KES,4338.0
2023-05-01,2023,5,Eldoret,"Wheat Flour","per 90kg bag",KES,4043.0
2023-05-01,2023,5,Nakuru,"Wheat Flour","per 90kg bag",KES,4298.0
2023-05-01,2023,5,Garissa,"Wheat Flour","per 90kg bag",KES,4615.0
2023-06-01,2023,6,Nairobi,"Wheat Flour","per 90kg bag",KES,4614.0
2023-06-01,2023,6,Mombasa,"Wheat Flour","per 90kg bag",KES,4738.0
2023-06-01,2023,6,Kisumu,"Wheat Flour","per 90kg bag",KES,4526.0
2023-06-01,2023,6,Eldoret,"Wheat Flour","per 90kg bag",KES,4290.0
2023-06-01,2023,6,Nakuru,"Wheat Flour","per 90kg bag",KES,4518.0
2023-06-01,2023,6,Garissa,"Wheat Flour","per 90kg bag",KES,4830.0
2023-07-01,2023,7,Nairobi,"Wheat Flour","per 90kg bag",KES,3671.0
2023-07-01,2023,7,Mombasa,"Wheat Flour","per 90kg bag",KES,3911.0
2023-07-01,2023,7,Kisumu,"Wheat Flour","per 90kg bag",KES,3831.0
2023-07-01,2023,7,Eldoret,"Wheat Flour","per 90kg bag",KES,3575.0
2023-07-01,2023,7,Nakuru,"Wheat Flour","per 90kg bag",KES,3720.0
2023-07-01,2023,7,Garissa,"Wheat Flour","per 90kg bag",KES,4249.0
2023-08-01,2023,8,Nairobi,"Wheat Flour","per 90kg bag",KES,3638.0
2023-08-01,2023,8,Mombasa,"Wheat Flour","per 90kg bag",KES,4055.0
2023-08-01,2023,8,Kisumu,"Wheat Flour","per 90kg bag",KES,3656.0
2023-08-01,2023,8,Eldoret,"Wheat Flour","per 90kg bag",KES,3487.0
2023-08-01,2023,8,Nakuru,"Wheat Flour","per 90kg bag",KES,3673.0
2023-08-01,2023,8,Garissa,"Wheat Flour","per 90kg bag",KES,4138.0
2023-09-01,2023,9,Nairobi,"Wheat Flour","per 90kg bag",KES,3983.0
2023-09-01,2023,9,Mombasa,"Wheat Flour","per 90kg bag",KES,4075.0
2023-09-01,2023,9,Kisumu,"Wheat Flour","per 90kg bag",KES,3917.0
2023-09-01,2023,9,Eldoret,"Wheat Flour","per 90kg bag",KES,3762.0
2023-09-01,2023,9,Nakuru,"Wheat Flour","per 90kg bag",KES,3797.0
2023-09-01,2023,9,Garissa,"Wheat Flour","per 90kg bag",KES,4473.0
2023-10-01,2023,10,Nairobi,"Wheat Flour","per 90kg bag",KES,4165.0
2023-10-01,2023,10,Mombasa,"Wheat Flour","per 90kg bag",KES,4510.0
2023-10-01,2023,10,Kisumu,"Wheat Flour","per 90kg bag",KES,4363.0
2023-10-01,2023,10,Eldoret,"Wheat Flour","per 90kg bag",KES,4195.0
2023-10-01,2023,10,Nakuru,"Wheat Flour","per 90kg bag",KES,4224.0
2023-10-01,2023,10,Garissa,"Wheat Flour","per 90kg bag",KES,4814.0
2023-11-01,2023,11,Nairobi,"Wheat Flour","per 90kg bag",KES,4446.0
2023-11-01,2023,11,Mombasa,"Wheat Flour","per 90kg bag",KES,4521.0
2023-11-01,2023,11,Kisumu,"Wheat Flour","per 90kg bag",KES,4420.0
2023-11-01,2023,11,Eldoret,"Wheat Flour","per 90kg bag",KES,4038.0
2023-11-01,2023,11,Nakuru,"Wheat Flour","per 90kg bag",KES,4306.0
2023-11-01,2023,11,Garissa,"Wheat Flour","per 90kg bag",KES,4803.0
2023-12-01,2023,12,Nairobi,"Wheat Flour","per 90kg bag",KES,4469.0
2023-12-01,2023,12,Mombasa,"Wheat Flour","per 90kg bag",KES,4707.0
2023-12-01,2023,12,Kisumu,"Wheat Flour","per 90kg bag",KES,4361.0
2023-12-01,2023,12,Eldoret,"Wheat Flour","per 90kg bag",KES,4183.0
2023-12-01,2023,12,Nakuru,"Wheat Flour","per 90kg bag",KES,4298.0
2023-12-01,2023,12,Garissa,"Wheat Flour","per 90kg bag",KES,4892.0
2024-01-01,2024,1,Nairobi,"Wheat Flour","per 90kg bag",KES,4420.0
2024-01-01,2024,1,Mombasa,"Wheat Flour","per 90kg bag",KES,4488.0
2024-01-01,2024,1,Kisumu,"Wheat Flour","per 90kg bag",KES,4495.0
2024-01-01,2024,1,Eldoret,"Wheat Flour","per 90kg bag",KES,4089.0
2024-01-01,2024,1,Nakuru,"Wheat Flour","per 90kg bag",KES,4081.0
2024-01-01,2024,1,Garissa,"Wheat Flour","per 90kg bag",KES,5018.0
2024-02-01,2024,2,Nairobi,"Wheat Flour","per 90kg bag",KES,4403.0
2024-02-01,2024,2,Mombasa,"Wheat Flour","per 90kg bag",KES,4712.0
2024-02-01,2024,2,Kisumu,"Wheat Flour","per 90kg bag",KES,4478.0
2024-02-01,2024,2,Eldoret,"Wheat Flour","per 90kg bag",KES,4259.0
2024-02-01,2024,2,Nakuru,"Wheat Flour","per 90kg bag",KES,4416.0
2024-02-01,2024,2,Garissa,"Wheat Flour","per 90kg bag",KES,5045.0
2024-03-01,2024,3,Nairobi,"Wheat Flour","per 90kg bag",KES,4818.0
2024-03-01,2024,3,Mombasa,"Wheat Flour","per 90kg bag",KES,4993.0
2024-03-01,2024,3,Kisumu,"Wheat Flour","per 90kg bag",KES,4765.0
2024-03-01,2024,3,Eldoret,"Wheat Flour","per 90kg bag",KES,4647.0
2024-03-01,2024,3,Nakuru,"Wheat Flour","per 90kg bag",KES,4737.0
2024-03-01,2024,3,Garissa,"Wheat Flour","per 90kg bag",KES,5320.0
2024-04-01,2024,4,Nairobi,"Wheat Flour","per 90kg bag",KES,4589.0
2024-04-01,2024,4,Mombasa,"Wheat Flour","per 90kg bag",KES,4991.0
2024-04-01,2024,4,Kisumu,"Wheat Flour","per 90kg bag",KES,4937.0
2024-04-01,2024,4,Eldoret,"Wheat Flour","per 90kg bag",KES,4571.0
2024-04-01,2024,4,Nakuru,"Wheat Flour","per 90kg bag",KES,4744.0
2024-04-01,2024,4,Garissa,"Wheat Flour","per 90kg bag",KES,5312.0
2024-05-01,2024,5,Nairobi,"Wheat Flour","per 90kg bag",KES,4621.0
2024-05-01,2024,5,Mombasa,"Wheat Flour","per 90kg bag",KES,4621.0
2024-05-01,2024,5,Kisumu,"Wheat Flour","per 90kg bag",KES,4487.0
2024-05-01,2024,5,Eldoret,"Wheat Flour","per 90kg bag",KES,4383.0
2024-05-01,2024,5,Nakuru,"Wheat Flour","per 90kg bag",KES,4249.0
2024-05-01,2024,5,Garissa,"Wheat Flour","per 90kg bag",KES,4992.0
2024-06-01,2024,6,Nairobi,"Wheat Flour","per 90kg bag",KES,4328.0
2024-06-01,2024,6,Mombasa,"Wheat Flour","per 90kg bag",KES,4374.0
2024-06-01,2024,6,Kisumu,"Wheat Flour","per 90kg bag",KES,4378.0
2024-06-01,2024,6,Eldoret,"Wheat Flour","per 90kg bag",KES,3970.0
2024-06-01,2024,6,Nakuru,"Wheat Flour","per 90kg bag",KES,4100.0
2024-06-01,2024,6,Garissa,"Wheat Flour","per 90kg bag",KES,4866.0
2024-07-01,2024,7,Nairobi,"Wheat Flour","per 90kg bag",KES,4010.0
2024-07-01,2024,7,Mombasa,"Wheat Flour","per 90kg bag",KES,4219.0
2024-07-01,2024,7,Kisumu,"Wheat Flour","per 90kg bag",KES,4242.0
2024-07-01,2024,7,Eldoret,"Wheat Flour","per 90kg bag",KES,3995.0
2024-07-01,2024,7,Nakuru,"Wheat Flour","per 90kg bag",KES,3823.0
2024-07-01,2024,7,Garissa,"Wheat Flour","per 90kg bag",KES,4615.0
2024-08-01,2024,8,Nairobi,"Wheat Flour","per 90kg bag",KES,3857.0
2024-08-01,2024,8,Mombasa,"Wheat Flour","per 90kg bag",KES,4112.0
2024-08-01,2024,8,Kisumu,"Wheat Flour","per 90kg bag",KES,3998.0
2024-08-01,2024,8,Eldoret,"Wheat Flour","per 90kg bag",KES,3902.0
2024-08-01,2024,8,Nakuru,"Wheat Flour","per 90kg bag",KES,3731.0
2024-08-01,2024,8,Garissa,"Wheat Flour","per 90kg bag",KES,4437.0
2024-09-01,2024,9,Nairobi,"Wheat Flour","per 90kg bag",KES,4213.0
2024-09-01,2024,9,Mombasa,"Wheat Flour","per 90kg bag",KES,4455.0
2024-09-01,2024,9,Kisumu,"Wheat Flour","per 90kg bag",KES,4220.0
2024-09-01,2024,9,Eldoret,"Wheat Flour","per 90kg bag",KES,4135.0
2024-09-01,2024,9,Nakuru,"Wheat Flour","per 90kg bag",KES,4003.0
2024-09-01,2024,9,Garissa,"Wheat Flour","per 90kg bag",KES,4792.0
2024-10-01,2024,10,Nairobi,"Wheat Flour","per 90kg bag",KES,4486.0
2024-10-01,2024,10,Mombasa,"Wheat Flour","per 90kg bag",KES,4506.0
2024-10-01,2024,10,Kisumu,"Wheat Flour","per 90kg bag",KES,4582.0
2024-10-01,2024,10,Eldoret,"Wheat Flour","per 90kg bag",KES,4333.0
2024-10-01,2024,10,Nakuru,"Wheat Flour","per 90kg bag",KES,4319.0
2024-10-01,2024,10,Garissa,"Wheat Flour","per 90kg bag",KES,4889.0
2024-11-01,2024,11,Nairobi,"Wheat Flour","per 90kg bag",KES,4575.0
2024-11-01,2024,11,Mombasa,"Wheat Flour","per 90kg bag",KES,4658.0
2024-11-01,2024,11,Kisumu,"Wheat Flour","per 90kg bag",KES,4893.0
2024-11-01,2024,11,Eldoret,"Wheat Flour","per 90kg bag",KES,4338.0
2024-11-01,2024,11,Nakuru,"Wheat Flour","per 90kg bag",KES,4436.0
2024-11-01,2024,11,Garissa,"Wheat Flour","per 90kg bag",KES,5302.0
2024-12-01,2024,12,Nairobi,"Wheat Flour","per 90kg bag",KES,4736.0
2024-12-01,2024,12,Mombasa,"Wheat Flour","per 90kg bag",KES,4990.0
2024-12-01,2024,12,Kisumu,"Wheat Flour","per 90kg bag",KES,4942.0
2024-12-01,2024,12,Eldoret,"Wheat Flour","per 90kg bag",KES,4493.0
2024-12-01,2024,12,Nakuru,"Wheat Flour","per 90kg bag",KES,4455.0
2024-12-01,2024,12,Garissa,"Wheat Flour","per 90kg bag",KES,5339.0
2016-01-01,2016,1,Nairobi,"Rice (Imported, Long Grain)","per 25kg bag",KES,1943.0
2016-01-01,2016,1,Mombasa,"Rice (Imported, Long Grain)","per 25kg bag",KES,1839.0
2016-01-01,2016,1,Kisumu,"Rice (Imported, Long Grain)","per 25kg bag",KES,1912.0
2016-01-01,2016,1,Eldoret,"Rice (Imported, Long Grain)","per 25kg bag",KES,2059.0
2016-01-01,2016,1,Nakuru,"Rice (Imported, Long Grain)","per 25kg bag",KES,2011.0
2016-01-01,2016,1,Garissa,"Rice (Imported, Long Grain)","per 25kg bag",KES,2111.0
2016-02-01,2016,2,Nairobi,"Rice (Imported, Long Grain)","per 25kg bag",KES,2005.0
2016-02-01,2016,2,Mombasa,"Rice (Imported, Long Grain)","per 25kg bag",KES,1852.0
2016-02-01,2016,2,Kisumu,"Rice (Imported, Long Grain)","per 25kg bag",KES,2009.0
2016-02-01,2016,2,Eldoret,"Rice (Imported, Long Grain)","per 25kg bag",KES,2019.0
2016-02-01,2016,2,Nakuru,"Rice (Imported, Long Grain)","per 25kg bag",KES,2022.0
2016-02-01,2016,2,Garissa,"Rice (Imported, Long Grain)","per 25kg bag",KES,2206.0
2016-03-01,2016,3,Nairobi,"Rice (Imported, Long Grain)","per 25kg bag",KES,1989.0
2016-03-01,2016,3,Mombasa,"Rice (Imported, Long Grain)","per 25kg bag",KES,1987.0
2016-03-01,2016,3,Kisumu,"Rice (Imported, Long Grain)","per 25kg bag",KES,2090.0
2016-03-01,2016,3,Eldoret,"Rice (Imported, Long Grain)","per 25kg bag",KES,2146.0
2016-03-01,2016,3,Nakuru,"Rice (Imported, Long Grain)","per 25kg bag",KES,2147.0
2016-03-01,2016,3,Garissa,"Rice (Imported, Long Grain)","per 25kg bag",KES,2280.0
2016-04-01,2016,4,Nairobi,"Rice (Imported, Long Grain)","per 25kg bag",KES,1991.0
2016-04-01,2016,4,Mombasa,"Rice (Imported, Long Grain)","per 25kg bag",KES,1951.0
2016-04-01,2016,4,Kisumu,"Rice (Imported, Long Grain)","per 25kg bag",KES,2124.0
2016-04-01,2016,4,Eldoret,"Rice (Imported, Long Grain)","per 25kg bag",KES,2128.0
2016-04-01,2016,4,Nakuru,"Rice (Imported, Long Grain)","per 25kg bag",KES,2130.0
2016-04-01,2016,4,Garissa,"Rice (Imported, Long Grain)","per 25kg bag",KES,2317.0
2016-05-01,2016,5,Nairobi,"Rice (Imported, Long Grain)","per 25kg bag",KES,1891.0
2016-05-01,2016,5,Mombasa,"Rice (Imported, Long Grain)","per 25kg bag",KES,1722.0
2016-05-01,2016,5,Kisumu,"Rice (Imported, Long Grain)","per 25kg bag",KES,1940.0
2016-05-01,2016,5,Eldoret,"Rice (Imported, Long Grain)","per 25kg bag",KES,1949.0
2016-05-01,2016,5,Nakuru,"Rice (Imported, Long Grain)","per 25kg bag",KES,1924.0
2016-05-01,2016,5,Garissa,"Rice (Imported, Long Grain)","per 25kg bag",KES,2082.0
2016-06-01,2016,6,Nairobi,"Rice (Imported, Long Grain)","per 25kg bag",KES,1746.0
2016-06-01,2016,6,Mombasa,"Rice (Imported, Long Grain)","per 25kg bag",KES,1726.0
2016-06-01,2016,6,Kisumu,"Rice (Imported, Long Grain)","per 25kg bag",KES,1849.0
2016-06-01,2016,6,Eldoret,"Rice (Imported, Long Grain)","per 25kg bag",KES,1790.0
2016-06-01,2016,6,Nakuru,"Rice (Imported, Long Grain)","per 25kg bag",KES,1842.0
2016-06-01,2016,6,Garissa,"Rice (Imported, Long Grain)","per 25kg bag",KES,1985.0
2016-07-01,2016,7,Nairobi,"Rice (Imported, Long Grain)","per 25kg bag",KES,1605.0
2016-07-01,2016,7,Mombasa,"Rice (Imported, Long Grain)","per 25kg bag",KES,1604.0
2016-07-01,2016,7,Kisumu,"Rice (Imported, Long Grain)","per 25kg bag",KES,1676.0
2016-07-01,2016,7,Eldoret,"Rice (Imported, Long Grain)","per 25kg bag",KES,1697.0
2016-07-01,2016,7,Nakuru,"Rice (Imported, Long Grain)","per 25kg bag",KES,1676.0
2016-07-01,2016,7,Garissa,"Rice (Imported, Long Grain)","per 25kg bag",KES,1881.0
2016-08-01,2016,8,Nairobi,"Rice (Imported, Long Grain)","per 25kg bag",KES,1590.0
2016-08-01,2016,8,Mombasa,"Rice (Imported, Long Grain)","per 25kg bag",KES,1505.0
2016-08-01,2016,8,Kisumu,"Rice (Imported, Long Grain)","per 25kg bag",KES,1607.0
2016-08-01,2016,8,Eldoret,"Rice (Imported, Long Grain)","per 25kg bag",KES,1663.0
2016-08-01,2016,8,Nakuru,"Rice (Imported, Long Grain)","per 25kg bag",KES,1668.0
2016-08-01,2016,8,Garissa,"Rice (Imported, Long Grain)","per 25kg bag",KES,1771.0
2016-09-01,2016,9,Nairobi,"Rice (Imported, Long Grain)","per 25kg bag",KES,1709.0
2016-09-01,2016,9,Mombasa,"Rice (Imported, Long Grain)","per 25kg bag",KES,1610.0
2016-09-01,2016,9,Kisumu,"Rice (Imported, Long Grain)","per 25kg bag",KES,1846.0
2016-09-01,2016,9,Eldoret,"Rice (Imported, Long Grain)","per 25kg bag",KES,1738.0
2016-09-01,2016,9,Nakuru,"Rice (Imported, Long Grain)","per 25kg bag",KES,1728.0
2016-09-01,2016,9,Garissa,"Rice (Imported, Long Grain)","per 25kg bag",KES,1935.0
2016-10-01,2016,10,Nairobi,"Rice (Imported, Long Grain)","per 25kg bag",KES,1793.0
2016-10-01,2016,10,Mombasa,"Rice (Imported, Long Grain)","per 25kg bag",KES,1807.0
2016-10-01,2016,10,Kisumu,"Rice (Imported, Long Grain)","per 25kg bag",KES,1959.0
2016-10-01,2016,10,Eldoret,"Rice (Imported, Long Grain)","per 25kg bag",KES,1904.0
2016-10-01,2016,10,Nakuru,"Rice (Imported, Long Grain)","per 25kg bag",KES,1910.0
2016-10-01,2016,10,Garissa,"Rice (Imported, Long Grain)","per 25kg bag",KES,2062.0
2016-11-01,2016,11,Nairobi,"Rice (Imported, Long Grain)","per 25kg bag",KES,1894.0
2016-11-01,2016,11,Mombasa,"Rice (Imported, Long Grain)","per 25kg bag",KES,1895.0
2016-11-01,2016,11,Kisumu,"Rice (Imported, Long Grain)","per 25kg bag",KES,1989.0
2016-11-01,2016,11,Eldoret,"Rice (Imported, Long Grain)","per 25kg bag",KES,1949.0
2016-11-01,2016,11,Nakuru,"Rice (Imported, Long Grain)","per 25kg bag",KES,2036.0
2016-11-01,2016,11,Garissa,"Rice (Imported, Long Grain)","per 25kg bag",KES,2214.0
2016-12-01,2016,12,Nairobi,"Rice (Imported, Long Grain)","per 25kg bag",KES,1960.0
2016-12-01,2016,12,Mombasa,"Rice (Imported, Long Grain)","per 25kg bag",KES,1854.0
2016-12-01,2016,12,Kisumu,"Rice (Imported, Long Grain)","per 25kg bag",KES,2000.0
2016-12-01,2016,12,Eldoret,"Rice (Imported, Long Grain)","per 25kg bag",KES,2001.0
2016-12-01,2016,12,Nakuru,"Rice (Imported, Long Grain)","per 25kg bag",KES,2038.0
2016-12-01,2016,12,Garissa,"Rice (Imported, Long Grain)","per 25kg bag",KES,2195.0
2017-01-01,2017,1,Nairobi,"Rice (Imported, Long Grain)","per 25kg bag",KES,1906.0
2017-01-01,2017,1,Mombasa,"Rice (Imported, Long Grain)","per 25kg bag",KES,1984.0
2017-01-01,2017,1,Kisumu,"Rice (Imported, Long Grain)","per 25kg bag",KES,2073.0
2017-01-01,2017,1,Eldoret,"Rice (Imported, Long Grain)","per 25kg bag",KES,2155.0
2017-01-01,2017,1,Nakuru,"Rice (Imported, Long Grain)","per 25kg bag",KES,2078.0
2017-01-01,2017,1,Garissa,"Rice (Imported, Long Grain)","per 25kg bag",KES,2295.0
2017-02-01,2017,2,Nairobi,"Rice (Imported, Long Grain)","per 25kg bag",KES,2121.0
2017-02-01,2017,2,Mombasa,"Rice (Imported, Long Grain)","per 25kg bag",KES,2025.0
2017-02-01,2017,2,Kisumu,"Rice (Imported, Long Grain)","per 25kg bag",KES,2146.0
2017-02-01,2017,2,Eldoret,"Rice (Imported, Long Grain)","per 25kg bag",KES,2327.0
2017-02-01,2017,2,Nakuru,"Rice (Imported, Long Grain)","per 25kg bag",KES,2145.0
2017-02-01,2017,2,Garissa,"Rice (Imported, Long Grain)","per 25kg bag",KES,2369.0
2017-03-01,2017,3,Nairobi,"Rice (Imported, Long Grain)","per 25kg bag",KES,2198.0
2017-03-01,2017,3,Mombasa,"Rice (Imported, Long Grain)","per 25kg bag",KES,2017.0
2017-03-01,2017,3,Kisumu,"Rice (Imported, Long Grain)","per 25kg bag",KES,2131.0
2017-03-01,2017,3,Eldoret,"Rice (Imported, Long Grain)","per 25kg bag",KES,2153.0
2017-03-01,2017,3,Nakuru,"Rice (Imported, Long Grain)","per 25kg bag",KES,2228.0
2017-03-01,2017,3,Garissa,"Rice (Imported, Long Grain)","per 25kg bag",KES,2447.0
2017-04-01,2017,4,Nairobi,"Rice (Imported, Long Grain)","per 25kg bag",KES,2121.0
2017-04-01,2017,4,Mombasa,"Rice (Imported, Long Grain)","per 25kg bag",KES,1964.0
2017-04-01,2017,4,Kisumu,"Rice (Imported, Long Grain)","per 25kg bag",KES,2197.0
2017-04-01,2017,4,Eldoret,"Rice (Imported, Long Grain)","per 25kg bag",KES,2249.0
2017-04-01,2017,4,Nakuru,"Rice (Imported, Long Grain)","per 25kg bag",KES,2166.0
2017-04-01,2017,4,Garissa,"Rice (Imported, Long Grain)","per 25kg bag",KES,2381.0
2017-05-01,2017,5,Nairobi,"Rice (Imported, Long Grain)","per 25kg bag",KES,1969.0
2017-05-01,2017,5,Mombasa,"Rice (Imported, Long Grain)","per 25kg bag",KES,1897.0
2017-05-01,2017,5,Kisumu,"Rice (Imported, Long Grain)","per 25kg bag",KES,2027.0
2017-05-01,2017,5,Eldoret,"Rice (Imported, Long Grain)","per 25kg bag",KES,1989.0
2017-05-01,2017,5,Nakuru,"Rice (Imported, Long Grain)","per 25kg bag",KES,2010.0
2017-05-01,2017,5,Garissa,"Rice (Imported, Long Grain)","per 25kg bag",KES,2153.0
2017-06-01,2017,6,Nairobi,"Rice (Imported, Long Grain)","per 25kg bag",KES,1877.0
2017-06-01,2017,6,Mombasa,"Rice (Imported, Long Grain)","per 25kg bag",KES,1816.0
2017-06-01,2017,6,Kisumu,"Rice (Imported, Long Grain)","per 25kg bag",KES,1902.0
2017-06-01,2017,6,Eldoret,"Rice (Imported, Long Grain)","per 25kg bag",KES,1956.0
2017-06-01,2017,6,Nakuru,"Rice (Imported, Long Grain)","per 25kg bag",KES,1859.0
2017-06-01,2017,6,Garissa,"Rice (Imported, Long Grain)","per 25kg bag",KES,2150.0
2017-07-01,2017,7,Nairobi,"Rice (Imported, Long Grain)","per 25kg bag",KES,1704.0
2017-07-01,2017,7,Mombasa,"Rice (Imported, Long Grain)","per 25kg bag",KES,1675.0
2017-07-01,2017,7,Kisumu,"Rice (Imported, Long Grain)","per 25kg bag",KES,1817.0
2017-07-01,2017,7,Eldoret,"Rice (Imported, Long Grain)","per 25kg bag",KES,1777.0
2017-07-01,2017,7,Nakuru,"Rice (Imported, Long Grain)","per 25kg bag",KES,1838.0
2017-07-01,2017,7,Garissa,"Rice (Imported, Long Grain)","per 25kg bag",KES,1968.0
2017-08-01,2017,8,Nairobi,"Rice (Imported, Long Grain)","per 25kg bag",KES,1671.0
2017-08-01,2017,8,Mombasa,"Rice (Imported, Long Grain)","per 25kg bag",KES,1639.0
2017-08-01,2017,8,Kisumu,"Rice (Imported, Long Grain)","per 25kg bag",KES,1672.0
2017-08-01,2017,8,Eldoret,"Rice (Imported, Long Grain)","per 25kg bag",KES,1776.0
2017-08-01,2017,8,Nakuru,"Rice (Imported, Long Grain)","per 25kg bag",KES,1739.0
2017-08-01,2017,8,Garissa,"Rice (Imported, Long Grain)","per 25kg bag",KES,1947.0
2017-09-01,2017,9,Nairobi,"Rice (Imported, Long Grain)","per 25kg bag",KES,1767.0
2017-09-01,2017,9,Mombasa,"Rice (Imported, Long Grain)","per 25kg bag",KES,1708.0
2017-09-01,2017,9,Kisumu,"Rice (Imported, Long Grain)","per 25kg bag",KES,1843.0
2017-09-01,2017,9,Eldoret,"Rice (Imported, Long Grain)","per 25kg bag",KES,1861.0
2017-09-01,2017,9,Nakuru,"Rice (Imported, Long Grain)","per 25kg bag",KES,1798.0
2017-09-01,2017,9,Garissa,"Rice (Imported, Long Grain)","per 25kg bag",KES,2015.0
2017-10-01,2017,10,Nairobi,"Rice (Imported, Long Grain)","per 25kg bag",KES,1974.0
2017-10-01,2017,10,Mombasa,"Rice (Imported, Long Grain)","per 25kg bag",KES,1859.0
2017-10-01,2017,10,Kisumu,"Rice (Imported, Long Grain)","per 25kg bag",KES,1941.0
2017-10-01,2017,10,Eldoret,"Rice (Imported, Long Grain)","per 25kg bag",KES,2049.0
2017-10-01,2017,10,Nakuru,"Rice (Imported, Long Grain)","per 25kg bag",KES,1916.0
2017-10-01,2017,10,Garissa,"Rice (Imported, Long Grain)","per 25kg bag",KES,2088.0
2017-11-01,2017,11,Nairobi,"Rice (Imported, Long Grain)","per 25kg bag",KES,1988.0
2017-11-01,2017,11,Mombasa,"Rice (Imported, Long Grain)","per 25kg bag",KES,1936.0
2017-11-01,2017,11,Kisumu,"Rice (Imported, Long Grain)","per 25kg bag",KES,2058.0
2017-11-01,2017,11,Eldoret,"Rice (Imported, Long Grain)","per 25kg bag",KES,2047.0
2017-11-01,2017,11,Nakuru,"Rice (Imported, Long Grain)","per 25kg bag",KES,2061.0
2017-11-01,2017,11,Garissa,"Rice (Imported, Long Grain)","per 25kg bag",KES,2197.0
2017-12-01,2017,12,Nairobi,"Rice (Imported, Long Grain)","per 25kg bag",KES,2046.0
2017-12-01,2017,12,Mombasa,"Rice (Imported, Long Grain)","per 25kg bag",KES,1905.0
2017-12-01,2017,12,Kisumu,"Rice (Imported, Long Grain)","per 25kg bag",KES,2091.0
2017-12-01,2017,12,Eldoret,"Rice (Imported, Long Grain)","per 25kg bag",KES,2150.0
2017-12-01,2017,12,Nakuru,"Rice (Imported, Long Grain)","per 25kg bag",KES,2036.0
2017-12-01,2017,12,Garissa,"Rice (Imported, Long Grain)","per 25kg bag",KES,2295.0
2018-01-01,2018,1,Nairobi,"Rice (Imported, Long Grain)","per 25kg bag",KES,2141.0
2018-01-01,2018,1,Mombasa,"Rice (Imported, Long Grain)","per 25kg bag",KES,2111.0
2018-01-01,2018,1,Kisumu,"Rice (Imported, Long Grain)","per 25kg bag",KES,2096.0
2018-01-01,2018,1,Eldoret,"Rice (Imported, Long Grain)","per 25kg bag",KES,2227.0
2018-01-01,2018,1,Nakuru,"Rice (Imported, Long Grain)","per 25kg bag",KES,2129.0
2018-01-01,2018,1,Garissa,"Rice (Imported, Long Grain)","per 25kg bag",KES,2328.0
2018-02-01,2018,2,Nairobi,"Rice (Imported, Long Grain)","per 25kg bag",KES,2250.0
2018-02-01,2018,2,Mombasa,"Rice (Imported, Long Grain)","per 25kg bag",KES,2140.0
2018-02-01,2018,2,Kisumu,"Rice (Imported, Long Grain)","per 25kg bag",KES,2199.0
2018-02-01,2018,2,Eldoret,"Rice (Imported, Long Grain)","per 25kg bag",KES,2293.0
2018-02-01,2018,2,Nakuru,"Rice (Imported, Long Grain)","per 25kg bag",KES,2293.0
